HP:0000002|Abnormality of body height|身高异常|偏离年龄和性别标准的身高正常值范围。
HP:0001041|Facial erythema|面部红斑|面部皮肤红斑，由皮肤深层毛细血管充血引起。
HP:0001042|High axial triradius|高轴三角|-
HP:0001043|Prominent scalp veins|头皮静脉突出|-
HP:0001045|Vitiligo|白癜风|-
HP:0001046|Intermittent jaundice|间歇性黄疸|间歇性黄疸（Intermittent Jaundice）
HP:0001047|Atopic dermatitis|特应性皮炎|特应性皮炎（Atopic Dermatitis, AD）或特应性湿疹是一种以皮肤屈侧为好发部位的瘙痒性炎症性皮肤病。其急性期表现为边界不清的红斑伴水肿、水疱和渗出，慢性期则表现为皮肤增厚（苔藓样变）。
HP:0001048|Cavernous hemangioma|海绵状血管瘤|海绵状血管瘤的存在。一种以大型内皮腔隙（海绵状）为特征的血管瘤称为海绵状血管瘤。
HP:0001049|Absent dorsal skin creases over affected joints|受累关节背侧皮肤皱褶缺失|-
HP:0001050|Plethora|多血症|-
HP:0001051|Seborrheic dermatitis|脂溢性皮炎|脂溢性皮炎是一种与头皮屑密切相关的湿疹类型。它会导致头皮、眉毛和面部出现干燥或油腻的脱屑，有时也会累及躯干。
HP:0001052|Nevus flammeus|火焰痣|一种先天性血管畸形，由皮肤浅层和深层的扩张毛细血管组成，导致皮肤呈现红色至紫色的色素沉着。
HP:0001053|Hypopigmented skin patches|色素减退性皮肤斑块|-
HP:0001054|Numerous nevi|多发性痣|-
HP:0001055|Erysipelas|丹毒|丹毒易感性增加，表现为反复发作的丹毒病史，丹毒是一种皮肤浅表感染，通常累及淋巴系统。
HP:0001056|Milia|粟粒疹|存在多个含有角蛋白（皮肤蛋白质）的小囊肿，表现为皮肤表面下微小的珍珠白色丘疹。
HP:0001057|Aplasia cutis congenita|先天性皮肤发育不全|一种发育缺陷，导致先天性皮肤缺失，表现为多发或孤立的非炎症性、边界清晰的椭圆形或圆形溃疡，直径约为1至2厘米。先天性皮肤发育不全最常见于头皮，但也可能出现在面部、躯干或四肢。
HP:0001058|Poor wound healing|伤口愈合不良|皮肤伤口愈合能力降低。
HP:0001059|Pterygium|翼状胬肉|翼状胬肉是呈“翼状”的三角形膜状物，可发生于颈部、眼部、膝部、肘部、踝部或指（趾）部。
HP:0001060|Axillary pterygium|腋翼状胬肉|腋窝皮肤膜（皮瓣）存在。
HP:0001061|Acne|痤疮|一种皮肤疾病，其特征为皮脂腺分泌增加，伴随开放性粉刺（黑头）、闭合性粉刺（白头）以及脓疱性结节（丘疹、脓疱和囊肿）。
HP:0001062|Atypical nevus|非典型痣|一个直径5-15毫米的大型色素性病变，边缘不规则、呈锯齿状且边界不清，颜色可从浅棕色至深棕色至粉红色不等。
HP:0001063|Acrocyanosis|肢端发绀|手足皮肤发绀。
HP:0001065|Striae distensae|膨胀纹|变薄、红斑性、凹陷的萎缩性皮肤带。最初，皮纹表现为皮肤平坦、变薄的粉红色线性区域。皮纹往往在长度上扩大并变为红色或紫色。随后，皮纹往往表现为白色、凹陷的带，与皮肤张力线平行。膨胀纹最常出现在受到扩张的区域，如腰部、臀部、大腿、乳房、腹部和肩部。
HP:0001067|Neurofibroma|神经纤维瘤|一种良性周围神经鞘肿瘤，通常表现为柔软的、肤色丘疹或小型皮下结节。神经纤维瘤病患者可出现多发性神经纤维瘤。
HP:0001069|Episodic hyperhidrosis|阵发性多汗症|阵发性异常多汗症
HP:0001070|Mottled pigmentation|斑驳性色素沉着|斑片状不规则皮肤色素沉着。
HP:0001071|Angiokeratoma corporis diffusum|弥漫性躯体血管角化瘤|弥漫性躯体血管角化瘤（Angiokeratoma corporis diffusum, ACD）通常表现为无数簇状分布的小型红色至黑色丘疹，对称分布于躯干下部区域。病变的数量和范围随时间逐渐增加，导致全身泛发及黏膜受累较为常见。单个病变最初表现为微小的红色丘疹，逐渐增大至直径可达10毫米，颜色变为深红至黑色，并伴有明显的角化过度。组织学上，丘疹的特征为乳头层真皮浅层扩张的毛细血管伴表皮增生。
HP:0001072|Thickened skin|皮肤增厚|皮肤层状增厚。
HP:0001073|Cigarette-paper scars|卷烟纸样瘢痕|薄（萎缩性）和宽疤痕。
HP:0001074|Atypical nevi in non-sun exposed areas|非日光暴露部位的非典型痣|-
HP:0001075|Atrophic scars|萎缩性瘢痕|由于皮下胶原蛋白、脂肪或其他组织损伤而形成的与周围皮肤水平相比呈凹陷状的瘢痕。
HP:0001076|Glabellar hemangioma|眉间血管瘤|-
HP:0001080|Biliary tract abnormality|胆道异常|胆道系统异常。
HP:0001081|Cholelithiasis|胆石症|胆囊内形成的坚硬、卵石样沉积物。
HP:0001082|Cholecystitis|胆囊炎|胆囊内存在炎症性改变。
HP:0001083|Ectopia lentis|晶状体异位|晶状体脱位或异位。晶状体的部分移位（或脱位）称为晶状体半脱位，而完全移位则称为晶状体全脱位。若晶状体完全脱离晶状体窝，位于前房、玻璃体或直接位于视网膜上，则称为全脱位。若晶状体部分移位但仍位于晶状体空间内，则称为半脱位。
HP:0001084|Corneal arcus|角膜弓|角膜老年环（Corneal Arcus）是一种位于角膜缘（Corneoscleral Junction）附近但与之分离的、宽度约为2毫米的模糊灰白色环状结构。角膜老年环通常为双侧发生，与角膜内脂质沉积相关。该病变在老年人中可作为衰老过程的一部分出现，但在50岁以下人群中可能与高胆固醇血症（Hypercholesterolemia）相关。
HP:0001085|Papilledema|视乳头水肿|视乳头水肿是指由于任何导致脑脊液压力升高的因素所引起的视盘继发性水肿（肿胀）。
HP:0001087|Developmental glaucoma|发育性青光眼|在儿童早期形成的青光眼被称为发育性青光眼或先天性青光眼。
HP:0001088|Brushfield spots|布鲁什菲尔德斑|虹膜周边呈环状排列的白色斑点。
HP:0001089|Iris atrophy|虹膜萎缩|虹膜组织萎缩（虹膜萎缩）
HP:0001090|Abnormally large globe|巨眼球症|弥漫性大眼（伴巨角膜），无青光眼。
HP:0001092|Absent lacrimal punctum|泪点缺失|无法识别上泪点和/或下泪点。
HP:0001093|Optic nerve dysplasia|视神经发育不全|视神经发育不良的存在。
HP:0001094|Iridocyclitis|虹膜睫状体炎|一种前葡萄膜炎，表现为虹膜和睫状体的炎症。
HP:0001095|Hypertensive retinopathy|高血压性视网膜病变|-
HP:0001096|Keratoconjunctivitis|角结膜炎|角结膜炎（Keratitis and Conjunctivitis）。
HP:0001097|Keratoconjunctivitis sicca|干燥性角结膜炎|眼干燥症与泪膜成分（水样、粘蛋白或脂质）缺乏、眼睑表面异常或上皮异常相关。干性角结膜炎常导致眼部出现砂砾感或异物感，并可能伴随瘙痒、泪液分泌不足、畏光、充血、疼痛及眼睑运动困难等症状。
HP:0001098|Abnormal fundus morphology|眼底形态异常|眼底任何结构异常。
HP:0001099|Fundus atrophy|眼底萎缩|-
HP:0001100|Heterochromia iridis|虹膜异色症|虹膜异色症是指双眼虹膜颜色存在差异。
HP:0001101|Iritis|虹膜炎|虹膜炎
HP:0001102|Angioid streaks of the fundus|眼底血管样条纹|深部视网膜中呈放射状排列并从视盘发出的不规则线条。血管样条纹是异常增厚和钙化的Bruch膜中的裂纹样裂开，导致其上方的视网膜色素上皮萎缩。它们可能与多种内分泌、代谢和结缔组织异常相关，但通常为特发性。
HP:0001103|Abnormal macular morphology|黄斑形态异常|黄斑结构异常，黄斑为视网膜中心附近呈椭圆形、高度色素沉着的黄色斑点。
HP:0001104|Macular hypoplasia|黄斑发育不全|黄斑发育不全。
HP:0001105|Retinal atrophy|视网膜萎缩|眼底出现界限清晰的局部或完全脱色素区域，反映视网膜色素上皮萎缩并伴有视网膜光感受器丧失。
HP:0001106|Periorbital hyperpigmentation|眶周色素沉着|眶周皮肤色素沉着增加。
HP:0001107|Ocular albinism|眼白化病|虹膜和视网膜色素沉着异常减少（色素减少或缺失）。
HP:0001112|Leber optic atrophy|视神经萎缩|视网膜神经节细胞及其轴突的变性。
HP:0001113|obsolete Early cataracts|早期白内障|-
HP:0001114|Xanthelasma|睑黄瘤|眼睑皮肤黄色瘤。
HP:0001115|Posterior polar cataract|后极性白内障|影响晶状体后极部的极性白内障。
HP:0001116|Macular coloboma|黄斑缺损|一种与视裂闭合缺陷相关的黄斑先天性缺损，区别于黄斑缺损。黄斑缺损的特征是眼底中央区域出现边界清晰、较大且呈椭圆形或圆形的粗糙色素沉着缺损。
HP:0001117|Sudden loss of visual acuity|急性视力丧失|数小时或数天内视力严重下降。这是莱伯遗传性视神经病变的特征性表现。
HP:0001118|Juvenile cataract|青少年白内障|一种在出生时不明显但在儿童期或青春期出现的白内障类型。
HP:0001119|Keratoglobus|角膜球形膨出|角膜缘至角膜缘的角膜变薄，通常在外周最为显著，伴有角膜的球形突出。
HP:0001120|Abnormality of corneal size|角膜大小异常|角膜大小或形态异常。
HP:0001122|obsolete Aplasia/Hypoplasia of the choroid|过时的脉络膜发育不全/发育不良|-
HP:0001123|Visual field defect|视野缺损|-
HP:0001125|Transient unilateral blurring of vision|短暂性单侧视力模糊|偏头痛先兆期相关的短暂性视力模糊。
HP:0001126|Cryptophthalmos|隐眼畸形|隐眼畸形是一种完全缺乏眼睑且前额皮肤与颊部皮肤相连的病症，其中眼球被覆盖在眼眶腔上的皮肤完全遮蔽。
HP:0001128|Trichiasis|倒睫|睫毛内翻并摩擦眼球。
HP:0001129|Large central visual field defect|大中心视野缺损|-
HP:0001131|Corneal dystrophy|角膜营养不良|角膜营养不良这一术语涵盖了一组异质性的、双侧遗传性非炎症性角膜疾病，这些疾病仅限于角膜。
HP:0001132|Lens subluxation|晶状体半脱位|晶状体半脱位。
HP:0001133|Constriction of peripheral visual field|周边视野缩窄|视网膜敏感度从视野边缘（周边）以同心圆模式出现绝对或相对下降。视野是指固定注视眼同时感知的区域。
HP:0001134|Anterior polar cataract|前极性白内障|前极性白内障。
HP:0001135|Chorioretinal dystrophy|脉络膜视网膜营养不良|-
HP:0001136|Retinal arteriolar tortuosity|视网膜小动脉迂曲|视网膜小动脉迂曲度增加。
HP:0001137|Alternating esotropia|交替性内斜视|交替性内斜视。
HP:0001138|Optic neuropathy|视神经病变|-
HP:0001139|Choroideremia|脉络膜缺失症|-
HP:0001140|Limbal dermoid|角膜缘皮样瘤|一种良性肿瘤，通常位于角膜与巩膜交界处（角膜缘上皮样皮样囊肿）。
HP:0001141|Severely reduced visual acuity|严重视力减退|视力严重减退。在6米视力表上，严重减退定义为视力低于6/60但至少为3/60。在20英尺视力表上，严重减退定义为视力低于20/200但至少为20/400。在小数视力表上，严重减退定义为视力低于0.1但至少为0.05。
HP:0001142|Lenticonus|圆锥形晶状体|晶状体前表面或后表面的锥形突起，作为一种发育异常出现。
HP:0001144|Orbital cyst|眼眶囊肿|眶周组织区域存在囊肿。眼眶囊肿可源自眼眶内或周围的表皮或腺体组织（泪腺、唾液腺、结膜、口腔、鼻腔或鼻窦上皮）。
HP:0001145|obsolete Chorioretinopathy|陈旧性脉络膜视网膜病变|-
HP:0001146|obsolete Pigmentary retinal degeneration|陈旧性色素性视网膜变性|-
HP:0001147|Retinal exudate|视网膜渗出物|从视网膜血管渗出的液体，含有高浓度的脂质、蛋白质和细胞碎片，在视网膜表面呈现典型的明亮、反光、白色或奶油色外观。
HP:0001149|Lattice corneal dystrophy|格子状角膜营养不良|在中央区域Bowman层内存在细小的、分支状线性混浊，可能在临床病程中向周边扩散。深层角膜基质可能受累，但病变未达Descemet膜。可能发生复发性角膜糜烂。组织学检查显示角膜胶原纤维中存在淀粉样物质沉积。
HP:0001150|obsolete Choroidal sclerosis|陈旧性脉络膜硬化|-
HP:0001151|Impaired horizontal smooth pursuit|水平平滑追踪障碍|水平平滑追踪异常，表现为对水平移动物体追踪能力受损。
HP:0001152|Saccadic smooth pursuit|扫视性平滑追踪|眼球追踪运动异常，其中平滑追踪被异常高数量的扫视运动所中断。
HP:0001153|Septate vagina|阴道纵隔|阴道隔膜的存在，从而导致阴道重复。在大多数情况下，隔膜呈纵向分布。
HP:0001155|Abnormality of the hand|手部畸形|单侧或双侧手部畸形。
HP:0001156|Brachydactyly|短指畸形|与手/足相比，指/趾显得不成比例地短。此处使用“短指畸形”一词来描述一系列不同的指/趾缩短模式（短指畸形类型A-E）。这是此处使用的含义。
HP:0001159|Syndactyly|并指畸形|指（趾）蹼或指（趾）融合，仅涉及软组织或包括骨结构。骨性融合称为“骨性并指（趾）”。
HP:0001161|Hand polydactyly|手部多指畸形|一种多指畸形，其特征为存在一个或多个额外手指。
HP:0001162|Postaxial hand polydactyly|轴后手多指畸形|位于手部尺侧（即小指侧）的多指畸形。
HP:0001163|obsolete Abnormality of the metacarpal bones|陈旧性掌骨异常|-
HP:0001166|Arachnodactyly|蜘蛛指畸形|蜘蛛指畸形（arachnodactyly）。
HP:0001167|Abnormal finger morphology|异常指形态|手指畸形
HP:0001169|Broad palm|宽掌|对于出生至4岁儿童，手掌宽度超过平均值2个标准差；对于4至16岁儿童，手掌宽度超过第95百分位数；或手掌宽度相对于长度显得不成比例地宽。
HP:0001171|Split hand|分裂手|一种表现为手部中间部分（手指和掌骨）缺失，呈现裂状外观的病症。其严重程度差异显著，范围从中指轻度发育不良到中指完全缺失，甚至出现少指或单指手畸形。
HP:0001172|Abnormal thumb morphology|拇指形态异常|手第一指结构异常。
HP:0001176|Large hands|巨手症|-
HP:0001177|Preaxial hand polydactyly|手前轴多指畸形|位于手部桡侧的多余指。涉及拇指的多指症（多余指）以多种不同的形式存在，其变异性和严重程度各异。表现形式从肉质小赘生物到不同程度的部分重复/分裂，直至完全重复甚至三重拇指或桡侧（手部桡侧）多余指。
HP:0001178|Ulnar claw|尺侧爪形手|一种异常手部姿势，表现为第四和第五指在掌指关节处过度伸展，同时同一手指的指间关节屈曲，使手指向手掌方向卷曲。
HP:0001180|obsolete Hand oligodactyly|废弃术语：手部少指畸形|-
HP:0001181|Adducted thumb|内收拇指|在静息位时，拇指尖端位于或接近手掌，靠近第四或第五指基底。
HP:0001182|Tapered finger|锥形指|手指周径从近端向远端逐渐减小。
HP:0001187|Hyperextensibility of the finger joints|指关节过度伸展|指关节活动度超过正常范围的能力。
